usuario_id,idade,renda_mensal,estado,data_cadastro,score_credito,tem_cartao,tem_conta_corrente
160,41,4414.9,SP,2024-04-04,618,True,True
161,30,2540.81,RN,2024-05-16,606,True,True
162,37,3655.94,BA,2024-01-06,442,True,True
163,37,2170.47,BA,2024-07-27,425,True,True
164,34,9808.58,GO,2024-12-05,569,True,True
165,23,11228.98,SP,2024-08-18,640,True,True
166,47,18845.87,MG,2024-12-13,717,True,True
167,29,6955.18,MA,2024-06-27,599,False,True
168,26,3746.68,RO,2024-03-28,788,True,True
169,20,3377.29,MG,2024-06-01,755,True,True
170,35,7277.32,MA,2024-05-04,780,True,True
171,39,5771.52,SP,2024-08-03,578,True,True
172,19,4275.4,MG,2024-07-18,564,True,False
173,33,3985.18,BA,2024-02-28,713,True,True
174,27,12543.43,GO,2024-07-07,467,False,True
175,38,3479.08,MT,2024-04-14,300,True,True
176,26,14433.98,ES,2024-02-27,469,False,True
177,39,5685.7,CE,2024-06-17,553,True,False
178,31,3661.75,MA,2024-04-13,458,False,True
179,58,2622.24,BA,2024-06-08,775,True,True
180,25,4343.26,SP,2024-08-23,658,True,True
181,30,7351.74,GO,2024-06-18,693,False,True
182,25,3635.09,PB,2024-03-13,666,True,True
183,56,9703.76,PA,2024-03-08,645,True,True
184,51,3492.71,RS,2024-07-05,751,False,True
185,28,4447.83,SP,2024-06-20,852,True,True
186,38,1755.74,SP,2024-09-18,504,True,True
187,45,7689.27,RR,2024-06-22,819,True,True
188,34,3968.96,PA,2024-09-23,693,False,True
189,34,17380.37,RJ,2024-12-26,682,True,True
190,27,8637.32,CE,2024-03-02,602,False,True
191,24,5258.49,PR,2024-11-14,807,True,True
192,53,13097.03,BA,2024-05-07,763,False,True
193,54,6795.98,SP,2024-03-20,596,True,True
194,37,11010.54,TO,2024-01-30,621,True,True
195,30,2465.38,PR,2024-09-30,887,True,True
196,30,7107.82,RN,2024-04-30,743,False,True
197,41,7347.96,SC,2024-03-06,737,True,True
198,53,1428.25,PI,2024-05-05,683,True,True
199,52,16404.33,GO,2024-04-25,404,True,True
200,43,1942.51,MG,2024-08-12,846,True,True
201,37,1738.59,PR,2024-01-13,530,False,True
202,23,1000.0,MT,2024-12-22,664,True,True
203,26,7180.22,RJ,2024-04-18,807,False,True
204,54,1320.21,RN,2024-10-11,663,False,False
205,36,3250.18,CE,2024-03-18,677,True,True
206,18,9607.46,SP,2024-07-17,681,False,True
207,24,5730.98,RO,2024-07-14,615,True,True
208,38,2984.07,SC,2024-03-23,674,True,True
209,18,1376.72,PA,2024-08-06,611,True,True
210,26,4509.36,SP,2024-04-06,937,True,True
211,34,9742.18,PI,2024-02-19,378,True,True
212,39,8609.91,RN,2024-01-04,746,True,True
213,38,20525.53,PE,2024-08-08,484,True,True
214,27,2913.86,BA,2024-10-07,733,False,True
215,40,1713.64,BA,2024-12-31,830,True,True
216,27,6297.83,SE,2024-12-27,525,False,False
217,29,5820.47,MA,2024-10-01,709,False,True
218,42,4895.7,PR,2024-06-28,556,True,True
219,38,2705.07,BA,2024-12-31,603,False,False
220,48,1000.0,SP,2024-12-31,545,True,True
221,38,2196.7,RS,2024-06-14,613,False,True
222,34,7674.47,SP,2024-05-23,464,False,True
223,24,6168.25,SP,2024-05-25,638,True,True
224,30,10638.25,DF,2024-07-29,564,True,True
225,28,6477.86,MG,2024-07-09,608,True,True
226,27,8855.68,RO,2024-04-12,747,True,True
227,62,9061.46,PR,2024-12-31,653,True,True
228,31,4995.94,MT,2024-01-17,623,True,True
229,53,5024.09,RS,2024-11-23,646,True,True
230,37,1000.0,AL,2024-03-05,432,True,True
231,44,2906.58,PI,2024-09-25,660,True,True
232,33,3008.74,PR,2024-06-23,747,True,True
233,35,4505.06,PA,2024-06-04,649,True,True
234,33,2334.91,MG,2024-03-22,535,False,True
235,26,10405.1,MG,2024-11-01,576,True,True
236,41,2427.92,PR,2024-09-07,523,True,False
237,28,11872.1,ES,2024-06-22,795,True,True
238,19,2278.05,RS,2024-04-15,833,True,True
239,38,3032.0,SP,2024-11-08,635,True,True
240,26,2853.07,SP,2024-06-16,589,True,True
241,58,3304.41,RO,2024-09-24,618,False,True
242,60,12618.39,PE,2024-07-04,689,True,True
243,55,3783.23,SP,2024-03-01,567,True,True
244,30,3860.98,AM,2024-08-10,690,False,True
245,19,2715.04,DF,2024-02-29,550,False,True
246,57,3992.47,PB,2024-01-16,860,False,True
247,31,5843.93,PR,2024-04-11,615,True,True
248,61,4137.6,PB,2024-11-18,502,False,True
249,61,4357.99,GO,2024-09-29,588,False,True
250,49,11079.2,ES,2024-06-30,827,True,True
251,29,6117.57,MG,2024-12-16,747,False,True
252,31,1957.24,SC,2024-04-01,731,False,True
253,48,4590.7,SP,2024-12-22,604,True,True
254,29,3194.93,SP,2024-04-19,585,False,True
255,26,7456.35,PI,2024-03-06,675,True,True
256,34,5336.64,PE,2024-12-21,612,True,True
257,58,12139.85,AL,2024-04-30,530,True,True
258,40,2718.86,BA,2024-02-13,645,False,False
259,35,4213.56,RS,2024-04-12,633,True,True
260,24,2097.93,MS,2024-04-25,797,True,True
261,36,4753.13,SP,2024-05-11,560,True,True
262,63,1437.61,CE,2024-04-02,626,False,True
263,25,6356.21,GO,2024-01-17,928,True,True
264,33,4701.48,SP,2024-12-04,714,True,True
265,51,5564.42,MG,2024-05-09,300,True,True
266,41,9232.71,SC,2024-09-27,582,True,True
267,40,5883.12,SP,2024-12-28,462,True,True
268,40,1769.72,MG,2024-11-03,608,True,True
269,30,3150.45,SP,2024-10-17,766,False,True
270,29,4609.41,RJ,2024-07-10,714,True,True
271,44,3780.16,MA,2024-09-03,432,True,False
272,44,4168.17,PR,2024-11-22,652,True,True
273,50,17982.64,PA,2024-03-06,663,True,True
274,55,5325.62,MT,2024-10-07,468,True,True
275,33,6672.89,RJ,2024-12-28,681,True,False
276,33,1000.0,PA,2024-04-12,769,True,False
277,44,8926.71,MG,2024-10-10,465,True,True
278,38,48125.6,MG,2024-04-13,819,True,True
279,40,14422.19,MG,2024-01-26,666,True,True
280,44,3455.93,RS,2024-01-22,663,False,True
281,53,30480.61,SP,2024-10-10,776,False,True
282,29,5024.08,MS,2024-06-05,744,True,True
283,30,6280.7,SP,2024-08-01,544,False,True
284,24,3968.13,PR,2024-09-18,609,True,True
285,35,3886.81,SP,2024-05-27,711,False,False
286,20,1000.0,PE,2024-09-29,737,True,True
287,32,9227.98,PR,2024-11-05,663,True,True
288,34,3875.39,SP,2024-10-10,493,True,True
289,28,4228.28,RS,2024-03-24,562,True,True
290,35,6116.04,MG,2024-02-01,784,True,True
291,19,3527.47,PA,2024-02-10,510,True,True
292,20,6069.68,BA,2024-07-25,436,True,True
293,45,12867.35,AL,2024-10-07,751,True,True
294,30,6794.38,SP,2024-04-18,715,True,True
295,25,4346.83,SP,2024-11-09,645,True,True
296,33,4452.42,SP,2024-06-24,640,True,False
297,43,5770.27,PA,2024-01-01,629,True,False
298,27,2525.72,SP,2024-07-04,535,True,True
299,37,5803.91,PR,2024-01-23,664,False,True
300,23,8498.6,SP,2024-12-28,797,True,True
301,21,5271.2,PB,2024-06-27,630,True,True
302,34,3500.61,RS,2024-03-06,518,True,True
303,34,3906.19,GO,2024-09-11,732,False,True
304,37,8281.13,SP,2024-03-21,811,True,False
305,41,2038.27,RS,2024-06-12,806,True,True
306,62,2557.62,SP,2024-05-14,650,True,True
307,33,1358.97,MG,2024-08-18,834,True,True
308,29,5050.28,SP,2024-12-24,650,True,False
309,44,9793.85,PR,2024-05-14,797,True,True
310,28,14259.6,AM,2024-09-11,589,False,False
311,32,16965.42,RS,2024-02-27,629,True,True
312,23,2828.84,AM,2024-10-20,758,True,True
313,19,6003.06,RN,2024-03-27,569,True,True
314,60,3562.26,ES,2024-03-26,657,True,True
315,47,18363.41,RN,2024-12-04,617,False,True
316,40,13943.34,CE,2024-05-21,568,True,True
317,31,5622.08,SP,2024-10-26,461,True,True
318,26,2994.45,SE,2024-12-16,537,True,True
319,26,1000.0,MG,2024-04-01,701,True,True
320,28,1561.06,RJ,2024-04-10,729,False,True
321,34,1116.74,AL,2024-11-24,688,True,False
322,40,1545.36,GO,2024-07-13,634,False,True
323,38,22094.37,RJ,2024-11-19,598,True,True
324,28,1744.05,AM,2024-05-13,617,True,False
325,60,2103.26,BA,2024-12-04,537,True,False
326,41,2353.32,SP,2024-04-10,898,True,True
327,34,39294.34,SC,2024-06-06,559,True,True
328,36,4675.25,AP,2024-08-30,837,False,True
329,31,10887.42,SP,2024-06-08,744,False,True
330,28,5655.12,MG,2024-01-05,524,True,False
331,30,1004.73,RJ,2024-11-07,629,False,True
332,42,16749.3,RJ,2024-04-29,613,True,True
333,18,6774.21,SP,2024-11-07,671,True,True
334,25,4458.78,PR,2024-11-06,622,False,True
335,20,20092.5,AL,2024-04-28,627,True,True
336,20,3724.77,RJ,2024-09-08,686,True,True
337,49,4378.53,CE,2024-08-13,614,True,True
338,40,3729.08,BA,2024-10-24,681,True,True
339,32,11626.39,RJ,2024-10-16,791,False,True
340,24,9424.41,BA,2024-12-27,828,True,False
341,33,6141.93,SC,2024-04-22,584,True,True
342,32,2118.76,RJ,2024-03-08,577,True,True
343,26,3654.86,SP,2024-05-15,874,True,True
344,32,2118.22,RS,2024-10-06,760,True,True
345,31,12435.3,MG,2024-03-16,698,True,True
346,36,1394.4,RJ,2024-12-30,822,True,True
347,37,17597.23,CE,2024-01-13,621,True,True
348,20,13768.27,CE,2024-01-04,684,True,True
349,30,2357.08,PA,2024-07-16,530,True,True
350,37,3522.1,SP,2024-02-03,756,True,True
351,33,2779.58,RR,2024-04-24,945,False,True
352,49,6933.96,CE,2024-04-24,476,True,True
353,38,15213.81,PE,2024-01-26,522,True,True
354,26,12689.06,MA,2024-01-30,539,True,True
355,22,3476.06,SP,2024-01-31,593,True,True
356,37,13411.2,MT,2024-05-31,644,True,True
357,19,12549.77,BA,2024-11-01,654,True,True
358,35,4225.67,SP,2024-10-22,818,True,True
359,58,4877.72,RN,2024-04-11,618,True,True
360,35,16871.33,MG,2024-03-22,689,True,True
361,31,11460.82,RJ,2024-06-13,639,True,True
362,38,13092.92,BA,2024-10-29,427,True,True
363,32,38882.8,PR,2024-12-02,832,True,True
364,34,7614.53,SP,2024-07-12,846,False,False
365,58,6377.5,ES,2024-02-04,548,True,True
366,31,14564.61,MG,2024-06-10,828,True,True
367,60,24106.98,PR,2024-09-12,410,False,True
368,54,3013.58,MG,2024-08-05,743,True,True
369,26,4181.87,RS,2024-05-31,601,True,True
370,22,2175.78,RJ,2024-06-27,721,True,True
371,24,6465.27,PR,2024-09-15,838,True,True
372,19,10010.67,SP,2024-01-08,618,True,True
373,24,2300.54,RJ,2024-06-28,623,True,True
374,39,12173.74,RJ,2024-04-26,649,True,True
375,22,3419.8,MG,2024-04-06,718,False,True
376,29,3204.04,AL,2024-01-21,852,True,True
377,48,12136.23,PR,2024-05-10,546,True,True
378,19,2980.62,RS,2024-01-14,750,True,True
379,44,1599.11,BA,2024-10-16,527,True,True
380,28,8909.97,RN,2024-08-26,676,True,True
381,25,4423.29,MG,2024-03-02,715,True,True
382,40,12815.97,MT,2024-11-11,754,False,True
383,37,9570.04,RJ,2024-03-08,673,False,True
384,51,1213.62,PI,2024-08-01,692,False,True
385,41,14078.83,AL,2024-11-03,608,True,True
386,44,22466.94,BA,2024-06-01,719,False,True
387,28,11236.05,MG,2024-02-22,701,True,True
388,26,11603.8,RS,2024-05-12,466,False,False
389,42,4031.37,MS,2024-01-23,809,True,True
390,44,3356.47,SP,2024-03-29,509,True,True
391,63,5825.24,RN,2024-07-24,593,True,True
392,31,10259.14,SP,2024-08-25,772,True,True
393,30,10054.61,MS,2024-02-26,562,False,True
394,43,3462.6,AM,2024-03-29,663,False,True
395,30,3192.86,SC,2024-03-20,633,True,True
396,57,1492.01,PB,2024-01-30,487,True,True
397,49,8246.43,SP,2024-01-15,397,True,True
398,31,3598.15,RN,2024-12-11,868,True,True
399,42,3862.86,CE,2024-12-12,829,True,False
400,42,19580.71,SP,2024-03-25,711,False,True
401,24,7932.4,SC,2024-07-20,394,True,True
402,54,6363.41,PB,2024-11-22,556,True,True
403,33,9548.68,SP,2024-09-20,604,True,True
404,46,15313.52,PE,2024-06-15,622,True,True
405,29,1347.51,MT,2024-05-04,593,True,True
406,53,3125.96,MG,2024-11-09,651,True,True
407,31,4081.8,MG,2024-08-03,485,True,True
408,18,2246.94,RJ,2024-05-29,555,False,True
409,54,3975.17,SP,2024-09-15,687,True,True
410,23,1420.97,AP,2024-05-27,606,True,True
411,29,10277.82,CE,2024-08-15,691,True,True
412,59,3248.65,SP,2024-06-06,656,True,True
413,59,5771.95,PA,2024-08-31,615,True,True
414,35,5120.7,SP,2024-09-02,811,False,True
415,37,7676.63,PA,2024-07-14,846,False,True
416,32,1000.0,PR,2024-06-04,863,False,True
417,29,7045.97,PR,2024-05-16,718,True,True
418,29,3943.9,BA,2024-06-09,583,False,True
419,39,6805.53,SP,2024-07-14,624,True,True
420,42,1913.02,PE,2024-10-21,721,True,True
421,44,6842.71,PE,2024-08-13,715,False,True
422,43,13888.4,BA,2024-09-04,614,False,True
423,23,5720.51,AM,2024-11-08,669,True,True
424,33,2768.91,PR,2024-05-23,700,True,True
425,21,2867.44,CE,2024-06-08,702,False,True
426,34,7793.09,MG,2024-04-16,654,True,True
427,32,7752.07,PA,2024-02-29,680,False,True
428,52,6537.0,PA,2024-01-22,588,False,True
429,30,4769.42,PR,2024-09-14,892,True,True
430,25,5781.21,ES,2024-03-18,583,True,True
431,25,4666.07,RJ,2024-11-19,684,True,True
432,42,3623.86,PE,2024-03-31,501,False,True
433,36,9009.02,SP,2024-10-16,815,True,True
434,24,6298.67,PI,2024-01-05,567,True,True
435,23,13800.13,DF,2024-11-09,497,True,True
436,40,12009.97,AP,2024-12-24,701,True,True
437,22,6136.34,RN,2024-07-12,950,True,True
438,45,7913.33,SP,2024-09-10,812,True,True
439,40,2285.29,PR,2024-12-26,477,True,True
440,23,4618.98,BA,2024-12-15,689,True,True
441,23,6464.82,AL,2024-09-11,553,True,False
442,63,1385.49,BA,2024-11-10,770,True,True
443,30,6929.46,PR,2024-04-13,660,False,True
444,30,2281.57,DF,2024-04-15,739,False,True
445,44,2490.73,PE,2024-08-03,700,True,True
446,59,3217.67,ES,2024-06-08,694,True,True
447,63,4796.27,PR,2024-05-09,511,True,True
448,42,1698.63,DF,2024-10-31,805,True,True
449,30,9752.85,TO,2024-05-21,631,True,True
450,23,5664.28,SP,2024-12-14,535,False,True
451,43,22925.0,SP,2024-11-22,576,True,False
452,34,6248.3,BA,2024-04-02,690,True,True
453,31,7759.27,SP,2024-02-28,700,True,True
454,54,2482.22,SP,2024-05-13,391,False,True
455,25,1909.41,PE,2024-10-18,807,True,True
456,33,8065.29,RS,2024-02-16,620,True,True
457,18,2049.53,SP,2024-09-28,460,True,True
458,32,8213.05,BA,2024-11-10,591,False,True
459,21,19249.1,RJ,2024-04-01,571,True,True
460,25,10473.62,RS,2024-11-30,300,False,True
461,25,7757.05,SP,2024-01-18,823,True,True
462,38,6097.28,SP,2024-01-30,633,False,True
463,42,3614.95,SP,2024-05-29,630,True,True
464,35,4484.36,DF,2024-05-23,905,False,True
465,60,3126.46,MT,2024-10-17,500,True,True
466,30,1715.87,MG,2024-03-31,638,True,True
467,28,5056.06,SP,2024-09-14,855,True,True
468,50,11924.03,PA,2024-01-31,642,True,True
469,27,1752.78,RN,2024-12-26,410,True,False
470,61,15044.94,SP,2024-12-27,797,True,True
471,18,13013.56,RJ,2024-10-12,706,False,True
472,61,6752.03,SP,2024-10-19,592,True,True
473,20,6795.64,AM,2024-02-18,678,True,True
474,53,4234.43,PA,2024-04-23,796,True,True
475,34,5082.78,SP,2024-10-24,689,True,True
476,64,3391.85,SP,2024-04-19,679,True,True
477,22,5040.75,SP,2024-03-31,723,True,True
478,34,5496.47,SP,2024-05-05,905,True,True
479,61,22136.77,PA,2024-09-06,718,True,True
480,34,7727.13,RJ,2024-08-20,488,True,True
481,37,4156.7,MG,2024-05-02,574,True,True
482,40,4540.87,SP,2024-04-28,569,False,True
483,32,2777.74,GO,2024-07-17,654,True,True
484,37,3169.27,RJ,2024-03-11,547,False,True
485,35,10183.83,RJ,2024-06-29,644,False,True
486,54,3310.41,MA,2024-07-29,638,False,True
487,20,2998.81,SP,2024-12-18,712,True,True
488,28,3059.45,SP,2024-04-07,559,True,True
489,59,2742.59,SC,2024-04-17,691,True,True
490,53,12109.53,BA,2024-08-04,652,True,True
491,32,5509.13,DF,2024-01-31,481,True,False
492,37,3921.18,SP,2024-10-21,647,True,True
493,28,5031.26,RS,2024-07-07,636,False,True
494,26,5847.87,RJ,2024-08-19,697,True,True
495,32,2703.13,AL,2024-07-19,563,True,False
496,30,1616.99,MG,2024-06-14,507,True,True
497,35,14339.91,RJ,2024-03-27,726,True,True
498,23,10833.72,GO,2024-02-25,593,True,True
499,62,6649.14,SP,2024-05-19,667,True,True
500,63,10253.3,PI,2024-09-18,677,True,True
501,40,22731.14,RJ,2024-09-04,568,True,False
502,34,3202.47,AL,2024-09-08,662,True,True
503,29,2006.15,MA,2024-10-30,584,True,True
504,44,8343.29,SP,2024-08-11,934,True,True
505,39,1520.11,SP,2024-07-15,574,False,True
506,26,5066.36,ES,2024-03-15,784,True,True
507,55,3870.95,SP,2024-07-18,667,True,True
508,45,8426.28,PR,2024-08-07,914,True,True
509,59,3341.52,SP,2024-08-29,587,True,True
510,41,12833.52,PR,2024-05-19,614,True,True
511,36,2704.02,SP,2024-03-28,553,True,True
512,31,8644.17,SP,2024-02-19,865,True,True
513,57,2883.81,RJ,2024-10-02,664,False,True
514,50,7621.77,SP,2024-10-30,641,True,True
515,20,2182.62,MG,2024-09-29,950,True,True
516,19,4820.87,SP,2024-05-23,630,False,True
517,30,14152.88,AL,2024-07-03,554,True,True
518,44,5388.4,SC,2024-08-07,657,True,True
519,63,12663.28,MG,2024-12-27,908,True,True
520,25,4812.54,MG,2024-03-14,496,True,True
521,36,3281.19,RJ,2024-04-04,950,True,True
522,30,5639.7,SC,2024-09-28,522,True,True
523,61,8060.39,SC,2024-08-18,742,True,True
524,47,1070.16,MA,2024-10-11,607,True,False
525,47,7463.86,GO,2024-06-02,471,True,True
526,32,2317.24,SC,2024-03-27,605,True,True
527,31,1899.32,SP,2024-03-01,541,True,True
528,28,7561.78,BA,2024-11-26,743,True,True
529,21,14339.92,PR,2024-06-24,771,True,True
530,50,5843.73,AM,2024-01-10,626,True,True
531,44,1661.83,DF,2024-04-19,666,True,True
532,64,2874.26,PR,2024-08-31,731,True,True
533,64,3517.08,RJ,2024-08-16,633,False,False
534,34,5749.55,DF,2024-11-04,656,True,True
535,43,4640.12,RJ,2024-06-01,728,True,True
536,59,7304.05,MG,2024-05-03,314,True,True
537,48,10937.78,CE,2024-08-19,879,True,True
538,28,6475.59,MG,2024-12-28,648,False,True
539,32,10081.57,MG,2024-10-10,841,True,True
540,25,3960.92,RS,2024-07-23,547,True,True
541,60,50000.0,PE,2024-11-02,539,True,True
542,36,7650.64,PA,2024-02-08,655,True,True
543,27,8495.05,SP,2024-08-15,650,True,False
544,39,20053.21,RJ,2024-09-27,409,True,True
545,36,5273.99,MA,2024-01-02,881,True,False
546,30,2932.45,GO,2024-07-03,568,False,False
547,25,13976.7,SP,2024-05-01,353,False,True
548,39,14648.81,AM,2024-06-04,611,True,True
549,33,5556.95,RJ,2024-10-17,574,True,True
550,43,20084.47,BA,2024-03-13,593,False,True
551,33,4597.98,MG,2024-06-07,642,True,True
552,48,10361.23,SP,2024-10-28,753,True,True
553,34,16521.63,BA,2024-02-24,681,True,True
554,34,5316.99,RJ,2024-09-17,617,True,True
